Date,Day,Time,Hour_missing,Hour,Petite Frite,Moyenne Frite,Grande Frite,Burger,valeur commande
07/02/2020,Friday,,1.00,20.00,0,1,0,1,9
14/02/2020,Friday,19:30,0.00,19.00,0,0,2,3,26
14/02/2020,Friday,19:45,0.00,19.00,0,0,1,2,16
14/02/2020,Friday,20:00,0.00,20.00,0,0,0,1,6
14/02/2020,Friday,20:30,0.00,20.00,0,5,0,5,45
14/02/2020,Friday,20:45,0.00,20.00,0,0,3,7,54
14/02/2020,Friday,21:00,0.00,21.00,0,0,3,3,30
14/02/2020,Friday,21:10,0.00,21.00,0,1,0,1,9
14/02/2020,Friday,,1.00,21.00,0,4,1,4,40
14/02/2020,Friday,,1.00,21.00,0,0,1,0,4
21/02/2020,Friday,19:20,0.00,19.00,6,0,0,6,48
21/02/2020,Friday,19:30,0.00,19.00,1,3,1,4,39
21/02/2020,Friday,20:00,0.00,20.00,0,3,0,3,27
21/02/2020,Friday,20:35,0.00,20.00,0,0,1,3,22
21/02/2020,Friday,20:35,0.00,20.00,0,2,0,2,18
21/02/2020,Friday,21:00,0.00,21.00,0,0,1,2,16
21/02/2020,Friday,21:15,0.00,21.00,0,0,1,3,22
21/02/2020,Friday,21:25,0.00,21.00,0,0,1,1,10
21/02/2020,Friday,,1.00,21.00,0,0,1,0,4
21/02/2020,Friday,,1.00,21.00,0,0,1,0,4
21/02/2020,Friday,,1.00,21.00,0,1,0,0,3
28/02/2020,Friday,19:25,0.00,19.00,1,1,0,2,17
28/02/2020,Friday,20:30,0.00,20.00,0,0,2,5,38
28/02/2020,Friday,,1.00,20.00,0,0,0,3,18
28/02/2020,Friday,,1.00,20.00,0,0,0,1,6
28/02/2020,Friday,,1.00,20.00,1,1,0,0,5
28/02/2020,Friday,,1.00,20.00,0,0,0,1,6
28/02/2020,Friday,,1.00,20.00,1,1,0,2,17
06/03/2020,Friday,19:20,0.00,19.00,0,0,1,1,10
06/03/2020,Friday,19:20,0.00,19.00,0,1,0,1,9
06/03/2020,Friday,20:25,0.00,20.00,0,0,2,4,32
06/03/2020,Friday,20:40,0.00,20.00,1,0,1,6,42
06/03/2020,Friday,,1.00,20.00,0,2,0,0,6
06/03/2020,Friday,,1.00,20.00,1,0,0,1,8
06/03/2020,Friday,,1.00,20.00,0,1,0,2,15
06/03/2020,Friday,,1.00,20.00,0,0,0,1,6
13/03/2020,Friday,20:00,0.00,20.00,0,1,0,2,15
13/03/2020,Friday,20:00,0.00,20.00,0,1,0,2,15
13/03/2020,Friday,20:15,0.00,20.00,0,2,0,3,24
13/03/2020,Friday,21:40,0.00,21.00,0,1,0,2,15
13/03/2020,Friday,,1.00,21.00,0,2,0,2,18
13/03/2020,Friday,,1.00,21.00,1,0,0,0,2
15/05/2020,Friday,18:45,0.00,18.00,0,5,0,3,33
15/05/2020,Friday,19:00,0.00,19.00,0,0,2,0,8
15/05/2020,Friday,19:30,0.00,19.00,0,2,0,6,42
15/05/2020,Friday,20:00,0.00,20.00,0,0,5,5,50
15/05/2020,Friday,20:15,0.00,20.00,0,3,0,2,21
15/05/2020,Friday,20:20,0.00,20.00,0,2,0,0,6
15/05/2020,Friday,,1.00,20.00,1,0,1,2,18
15/05/2020,Friday,,1.00,20.00,0,0,2,1,14
15/05/2020,Friday,,1.00,20.00,0,1,0,1,9
22/05/2020,Friday,18:45,0.00,18.00,0,0,1,3,22
22/05/2020,Friday,18:50,0.00,18.00,3,1,0,0,9
22/05/2020,Friday,19:20,0.00,19.00,1,1,0,1,11
22/05/2020,Friday,20:00,0.00,20.00,0,2,0,3,24
22/05/2020,Friday,20:15,0.00,20.00,0,0,2,4,32
22/05/2020,Friday,20:30,0.00,20.00,0,3,0,3,27
22/05/2020,Friday,20:45,0.00,20.00,0,2,0,3,24
22/05/2020,Friday,20:45,0.00,20.00,0,0,4,0,16
22/05/2020,Friday,21:00,0.00,21.00,0,2,3,5,48
22/05/2020,Friday,21:05,0.00,21.00,0,0,1,2,16
29/05/2020,Friday,19:20,0.00,19.00,1,0,3,4,38
29/05/2020,Friday,19:50,0.00,19.00,1,0,1,2,18
29/05/2020,Friday,20:30,0.00,20.00,0,0,2,0,8
29/05/2020,Friday,,1.00,20.00,0,0,1,1,10
05/06/2020,Friday,19:15,0.00,19.00,0,2,0,5,36
05/06/2020,Friday,20:30,0.00,20.00,4,0,0,4,32
05/06/2020,Friday,21:30,0.00,21.00,1,0,0,1,8
05/06/2020,Friday,,1.00,21.00,0,1,0,11,69
05/06/2020,Friday,,1.00,21.00,0,0,2,0,8
12/06/2020,Friday,19:30,0.00,19.00,0,0,3,0,12
12/06/2020,Friday,20:00,0.00,20.00,0,0,1,2,16
12/06/2020,Friday,20:15,0.00,20.00,0,0,2,1,14
12/06/2020,Friday,20:40,0.00,20.00,1,2,0,5,38
12/06/2020,Friday,21:30,0.00,21.00,0,0,2,0,8
12/06/2020,Friday,21:30,0.00,21.00,1,0,0,1,8
12/06/2020,Friday,,1.00,21.00,0,0,1,0,4
12/06/2020,Friday,,1.00,21.00,0,0,2,0,8
19/06/2020,Friday,18:55,0.00,18.00,0,0,1,3,22
19/06/2020,Friday,19:35,0.00,19.00,0,1,0,3,21
19/06/2020,Friday,20:05,0.00,20.00,0,1,1,0,7
19/06/2020,Friday,20:15,0.00,20.00,0,2,0,2,18
19/06/2020,Friday,21:00,0.00,21.00,0,1,0,2,15
19/06/2020,Friday,,1.00,21.00,0,2,0,0,6
19/06/2020,Friday,,1.00,21.00,0,0,2,2,20
23/11/2019,Saturday,19:30,0.00,19.00,0,1,0,1,9
23/11/2019,Saturday,19:40,0.00,19.00,0,2,0,2,18
23/11/2019,Saturday,19:50,0.00,19.00,0,0,3,3,30
23/11/2019,Saturday,,1.00,19.00,0,0,1,0,4
23/11/2019,Saturday,,1.00,19.00,0,0,1,2,16
23/11/2019,Saturday,,1.00,19.00,0,1,0,2,15
23/11/2019,Saturday,,1.00,19.00,0,0,1,2,16
23/11/2019,Saturday,,1.00,19.00,0,1,0,2,15
23/11/2019,Saturday,,1.00,19.00,0,1,0,1,9
23/11/2019,Saturday,,1.00,19.00,0,0,3,1,18
23/11/2019,Saturday,,1.00,19.00,0,0,2,2,20
30/11/2019,Saturday,19:00,0.00,19.00,1,0,1,2,18
30/11/2019,Saturday,,1.00,19.00,0,0,2,5,38
30/11/2019,Saturday,,1.00,19.00,0,1,1,1,13
30/11/2019,Saturday,,1.00,19.00,1,2,2,7,58
30/11/2019,Saturday,,1.00,19.00,0,3,0,4,33
30/11/2019,Saturday,,1.00,19.00,0,1,0,6,39
07/12/2019,Saturday,19:00,0.00,19.00,0,0,2,0,8
07/12/2019,Saturday,19:15,0.00,19.00,0,2,0,2,18
07/12/2019,Saturday,19:30,0.00,19.00,0,2,0,2,18
07/12/2019,Saturday,22:38,0.00,22.00,0,3,1,5,43
07/12/2019,Saturday,,1.00,22.00,0,0,2,5,38
07/12/2019,Saturday,,1.00,22.00,0,0,1,0,4
07/12/2019,Saturday,,1.00,22.00,0,0,3,0,12
07/12/2019,Saturday,,1.00,22.00,0,1,0,0,3
07/12/2019,Saturday,,1.00,22.00,0,0,1,2,16
14/12/2019,Saturday,,1.00,20.00,0,4,1,0,16
14/12/2019,Saturday,,1.00,20.00,0,4,0,2,24
14/12/2019,Saturday,,1.00,20.00,0,0,3,3,30
14/12/2019,Saturday,,1.00,20.00,0,2,0,2,18
28/12/2019,Saturday,18:50,0.00,18.00,0,5,0,5,45
28/12/2019,Saturday,20:20,0.00,20.00,0,0,2,2,20
28/12/2019,Saturday,,1.00,20.00,0,0,1,0,4
28/12/2019,Saturday,,1.00,20.00,0,0,1,1,10
28/12/2019,Saturday,,1.00,20.00,1,0,1,2,18
28/12/2019,Saturday,,1.00,20.00,0,2,0,2,18
28/12/2019,Saturday,,1.00,20.00,0,2,0,3,24
28/12/2019,Saturday,,1.00,20.00,0,1,0,2,15
04/01/2020,Saturday,19:35,0.00,19.00,0,3,1,0,13
04/01/2020,Saturday,20:15,0.00,20.00,1,0,1,4,30
04/01/2020,Saturday,,1.00,20.00,0,0,1,1,10
04/01/2020,Saturday,,1.00,20.00,2,0,0,0,4
04/01/2020,Saturday,,1.00,20.00,0,0,1,2,16
11/01/2020,Saturday,19:45,0.00,19.00,0,0,1,4,28
11/01/2020,Saturday,,1.00,19.00,1,0,0,0,2
11/01/2020,Saturday,,1.00,19.00,0,0,2,0,8
11/01/2020,Saturday,,1.00,19.00,0,0,1,10,64
18/01/2020,Saturday,,1.00,19.00,0,0,1,3,22
18/01/2020,Saturday,,1.00,19.00,1,0,1,4,30
25/01/2020,Saturday,18:45,0.00,18.00,1,1,0,0,5
25/01/2020,Saturday,19:25,0.00,19.00,3,0,0,3,24
25/01/2020,Saturday,19:30,0.00,19.00,1,3,0,5,41
25/01/2020,Saturday,20:15,0.00,20.00,0,1,0,1,9
25/01/2020,Saturday,,1.00,20.00,1,1,0,2,17
01/02/2020,Saturday,18:30,0.00,18.00,0,0,1,0,4
01/02/2020,Saturday,19:00,0.00,19.00,1,1,1,0,9
01/02/2020,Saturday,20:30,0.00,20.00,0,0,1,2,16
01/02/2020,Saturday,20:45,0.00,20.00,0,5,0,5,45
01/02/2020,Saturday,21:00,0.00,21.00,1,0,2,0,10
01/02/2020,Saturday,21:20,0.00,21.00,0,0,0,2,12
01/02/2020,Saturday,,1.00,21.00,0,1,2,4,35
01/02/2020,Saturday,,1.00,21.00,0,0,1,1,10
01/02/2020,Saturday,,1.00,21.00,0,2,0,4,30
01/02/2020,Saturday,,1.00,21.00,0,3,2,5,47
08/02/2020,Saturday,18:45,0.00,18.00,0,2,0,2,18
08/02/2020,Saturday,19:45,0.00,19.00,1,0,1,2,18
08/02/2020,Saturday,19:45,0.00,19.00,0,0,3,0,12
08/02/2020,Saturday,20:00,0.00,20.00,0,2,0,2,18
08/02/2020,Saturday,20:15,0.00,20.00,0,3,3,6,57
08/02/2020,Saturday,20:30,0.00,20.00,2,1,1,4,35
08/02/2020,Saturday,20:45,0.00,20.00,0,0,0,4,24
08/02/2020,Saturday,20:45,0.00,20.00,0,0,0,2,12
08/02/2020,Saturday,21:00,0.00,21.00,0,0,5,0,20
08/02/2020,Saturday,21:00,0.00,21.00,0,0,0,4,24
08/02/2020,Saturday,,1.00,21.00,0,0,0,0,0
15/02/2020,Saturday,19:00,0.00,19.00,0,0,1,0,4
15/02/2020,Saturday,19:30,0.00,19.00,1,1,1,3,27
15/02/2020,Saturday,,1.00,19.00,0,0,3,5,42
15/02/2020,Saturday,,1.00,19.00,0,4,0,0,12
15/02/2020,Saturday,,1.00,19.00,0,0,1,0,4
22/02/2020,Saturday,19:30,0.00,19.00,0,2,0,3,24
22/02/2020,Saturday,20:45,0.00,20.00,0,0,2,5,38
22/02/2020,Saturday,,1.00,20.00,0,2,0,2,18
22/02/2020,Saturday,,1.00,20.00,1,0,0,1,8
22/02/2020,Saturday,,1.00,20.00,0,0,3,3,30
29/02/2020,Saturday,19:00,0.00,19.00,0,0,2,1,14
29/02/2020,Saturday,19:00,0.00,19.00,0,1,0,1,9
29/02/2020,Saturday,19:15,0.00,19.00,0,1,0,1,9
29/02/2020,Saturday,20:05,0.00,20.00,0,0,1,2,16
29/02/2020,Saturday,,1.00,20.00,0,2,0,3,24
07/03/2020,Saturday,19:00,0.00,19.00,0,0,1,1,10
07/03/2020,Saturday,19:18,0.00,19.00,0,1,0,1,9
07/03/2020,Saturday,19:30,0.00,19.00,0,1,5,6,59
07/03/2020,Saturday,19:45,0.00,19.00,0,1,1,1,13
07/03/2020,Saturday,20:15,0.00,20.00,1,1,0,2,17
07/03/2020,Saturday,,1.00,20.00,0,2,0,2,18
14/03/2020,Saturday,19:05,0.00,19.00,0,0,2,1,14
14/03/2020,Saturday,19:20,0.00,19.00,0,0,2,3,26
14/03/2020,Saturday,19:40,0.00,19.00,0,0,1,3,22
14/03/2020,Saturday,20:00,0.00,20.00,0,0,1,2,16
14/03/2020,Saturday,20:00,0.00,20.00,0,2,0,4,30
14/03/2020,Saturday,20:15,0.00,20.00,0,2,0,3,24
14/03/2020,Saturday,20:45,0.00,20.00,0,0,4,9,70
14/03/2020,Saturday,,1.00,20.00,0,0,0,1,6
16/05/2020,Saturday,19:00,0.00,19.00,0,2,0,5,36
16/05/2020,Saturday,20:05,0.00,20.00,0,2,0,2,18
16/05/2020,Saturday,21:00,0.00,21.00,0,2,0,4,30
16/05/2020,Saturday,21:28,0.00,21.00,0,3,0,3,27
23/05/2020,Saturday,19:20,0.00,19.00,0,0,3,3,30
23/05/2020,Saturday,19:30,0.00,19.00,0,0,2,2,20
23/05/2020,Saturday,19:35,0.00,19.00,0,1,0,3,21
23/05/2020,Saturday,,1.00,19.00,0,0,1,0,4
23/05/2020,Saturday,,1.00,19.00,0,1,1,0,7
23/05/2020,Saturday,,1.00,19.00,0,0,2,0,8
23/05/2020,Saturday,,1.00,19.00,0,1,0,1,9
30/05/2020,Saturday,19:00,0.00,19.00,0,0,4,0,16
30/05/2020,Saturday,19:15,0.00,19.00,0,0,2,2,20
30/05/2020,Saturday,19:30,0.00,19.00,0,0,5,0,20
30/05/2020,Saturday,19:45,0.00,19.00,0,1,1,5,37
30/05/2020,Saturday,20:25,0.00,20.00,0,4,0,0,12
30/05/2020,Saturday,,1.00,20.00,1,0,0,1,8
30/05/2020,Saturday,,1.00,20.00,0,2,0,4,30
30/05/2020,Saturday,,1.00,20.00,0,1,0,1,9
30/05/2020,Saturday,,1.00,20.00,0,0,2,0,8
06/06/2020,Saturday,18:45,0.00,18.00,0,1,1,2,19
06/06/2020,Saturday,18:45,0.00,18.00,0,0,1,1,10
06/06/2020,Saturday,19:45,0.00,19.00,1,0,2,0,10
06/06/2020,Saturday,19:50,0.00,19.00,0,0,1,2,16
06/06/2020,Saturday,21:00,0.00,21.00,0,1,0,0,3
06/06/2020,Saturday,21:45,0.00,21.00,0,0,1,3,22
06/06/2020,Saturday,21:45,0.00,21.00,0,0,6,7,66
06/06/2020,Saturday,,1.00,21.00,0,0,2,1,14
06/06/2020,Saturday,,1.00,21.00,0,0,1,1,10
06/06/2020,Saturday,,1.00,21.00,0,1,0,0,3
06/06/2020,Saturday,,1.00,21.00,0,1,0,0,3
13/06/2020,Saturday,19:45,0.00,19.00,0,0,1,1,10
13/06/2020,Saturday,20:15,0.00,20.00,1,0,0,1,8
13/06/2020,Saturday,20:30,0.00,20.00,3,0,0,3,24
13/06/2020,Saturday,20:45,0.00,20.00,0,1,0,3,21
13/06/2020,Saturday,21:00,0.00,21.00,0,2,0,2,18
13/06/2020,Saturday,22:00,0.00,22.00,0,0,1,2,16
13/06/2020,Saturday,,1.00,22.00,0,4,0,9,66
13/06/2020,Saturday,,1.00,22.00,0,1,0,2,15
13/06/2020,Saturday,,1.00,22.00,1,0,0,0,2
20/06/2020,Saturday,19:00,0.00,19.00,2,0,0,2,16
20/06/2020,Saturday,19:30,0.00,19.00,1,0,1,2,18
20/06/2020,Saturday,19:35,0.00,19.00,0,0,1,0,4
20/06/2020,Saturday,20:00,0.00,20.00,0,0,1,3,22
20/06/2020,Saturday,20:56,0.00,20.00,0,0,4,0,16
20/06/2020,Saturday,,1.00,20.00,0,4,0,0,12
20/06/2020,Saturday,,1.00,20.00,0,0,1,0,4
20/06/2020,Saturday,,1.00,20.00,0,0,0,8,48
20/06/2020,Saturday,,1.00,20.00,0,0,1,0,4
20/06/2020,Saturday,,1.00,20.00,0,0,2,0,8
